step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,errorBalanceOrig,errorBalanceDest,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
79,432254.84,432254.84,0.0,0.0,0.0,1,0.0,432254.84,False,False,False,False,True
37,198548.36,23160.0,0.0,252609.38,451157.72,0,175388.36,0.02000000001862645,False,True,False,False,False
21,600.89,101562.0,100961.11,0.0,0.0,0,0.0,600.89,False,False,False,True,False
225,287659.88,301842.0,14182.12,9075531.0,9363190.0,0,0.0,0.8800000008195639,False,True,False,False,False
354,25101.72,0.0,0.0,0.0,0.0,0,25101.72,25101.72,False,False,False,True,False
156,284688.03,0.0,0.0,2823957.2,3108645.5,0,284688.03,-0.26999999955296516,False,True,False,False,False
686,160088.69,160088.69,0.0,301078.62,461167.3,1,0.0,0.010000000009313226,False,True,False,False,False
257,5203.59,223683.56,218479.97,0.0,0.0,0,0.0,5203.59,False,False,False,True,False
403,102417.08,50705.0,0.0,0.0,102417.08,0,51712.08,0.0,False,True,False,False,False
228,2540.13,25.0,0.0,0.0,0.0,0,2515.13,2540.13,False,False,False,True,False
642,450060.38,450060.38,0.0,0.0,0.0,1,0.0,450060.38,False,False,False,False,True
373,109978.7,6871.0,0.0,246963.84,356942.53,0,103107.7,0.009999999951105565,False,True,False,False,False
403,2178303.5,2178303.5,0.0,0.0,0.0,1,0.0,2178303.5,False,False,False,False,True
269,48412.47,48412.47,0.0,359164.1,407576.6,1,0.0,-0.030000000027939677,False,True,False,False,False
348,370502.44,8362016.0,8732519.0,386916.06,16413.63,0,741005.4399999995,741004.87,True,False,False,False,False
20,32848.66,81239.39,48390.73,0.0,0.0,0,1.4551915228366852e-11,32848.66,False,False,False,True,False
493,605108.4,605108.4,0.0,0.0,0.0,1,0.0,605108.4,False,False,False,False,True
122,990857.5,990857.5,0.0,679698.5,1670556.0,1,0.0,0.0,False,True,False,False,False
562,203881.95,203881.95,0.0,0.0,0.0,1,0.0,203881.95,False,False,False,False,True
209,363269.06,117.0,0.0,126785.24,490054.28,0,363152.06,0.01999999996041879,False,True,False,False,False
260,2677.82,0.0,0.0,0.0,0.0,0,2677.82,2677.82,False,False,False,True,False
40,15490.93,2246.0,0.0,0.0,0.0,0,13244.93,15490.93,False,False,False,True,False
594,27396.86,6511453.5,6538850.5,61327.65,33930.8,0,54793.860000000335,54793.71000000001,True,False,False,False,False
81,221936.6,221936.6,0.0,0.0,0.0,1,0.0,221936.6,False,False,False,False,True
248,4011314.0,4011314.0,0.0,0.0,0.0,1,0.0,4011314.0,False,False,False,False,True
699,162326.52,162326.52,0.0,0.0,0.0,1,0.0,162326.52,False,False,False,False,True
309,5851.52,0.0,0.0,0.0,0.0,0,5851.52,5851.52,False,False,False,True,False
17,17339.53,100889.0,83549.47,0.0,0.0,0,0.0,17339.53,False,False,False,True,False
260,64588.94,29832.0,0.0,140262.33,204851.27,0,34756.94,0.0,False,True,False,False,False
191,12685.96,616012.06,603326.1,0.0,0.0,0,-1.1641532182693481e-10,12685.96,False,False,False,True,False
208,84345.5,0.0,0.0,3908616.2,3992961.8,0,84345.5,-0.09999999962747097,False,True,False,False,False
304,317467.4,1105166.4,1422633.8,805694.56,488227.16,0,634934.8000000003,634934.8,True,False,False,False,False
577,727793.0,727793.0,0.0,456471.75,1184264.8,1,0.0,-0.05000000004656613,False,True,False,False,False
425,460434.47,460434.47,0.0,0.0,0.0,1,0.0,460434.47,False,False,False,False,True
561,348983.88,348983.88,0.0,0.0,0.0,1,0.0,348983.88,False,False,False,False,True
399,39680.96,560738.25,521057.3,0.0,0.0,0,0.010000000009313226,39680.96,False,False,False,True,False
688,735329.1,735329.1,0.0,0.0,0.0,1,0.0,735329.1,False,False,False,False,True
134,332390.06,0.0,0.0,750815.4,1083205.5,0,332390.06,-0.0400000000372529,False,True,False,False,False
283,13478.28,0.0,0.0,0.0,0.0,0,13478.28,13478.28,False,False,False,True,False
116,2694857.2,2694857.2,0.0,0.0,0.0,1,0.0,2694857.2,False,False,False,False,True
276,362671.22,0.0,0.0,710873.0,1073544.1,0,362671.22,0.11999999987892807,False,False,False,False,True
13,95082.23,13407.0,0.0,340150.84,250910.77,0,81675.23,184322.30000000002,False,True,False,False,False
277,28196.52,205998.0,177801.48,136928.95,165125.48,0,0.0,-0.010000000009313226,False,True,False,False,False
257,149553.03,92231.0,0.0,1060323.1,1209876.1,0,57322.03,0.030000000027939677,False,True,False,False,False
227,763366.8,19295.0,0.0,0.0,763366.8,0,744071.8,0.0,False,False,False,False,True
186,179321.12,179321.12,0.0,0.0,179321.12,1,0.0,0.0,False,True,False,False,False
210,88779.06,96224.85,7445.79,1121390.6,1155934.9,0,-1.4551915228366852e-11,54234.76000000024,False,True,False,False,False
387,143501.7,143501.7,0.0,0.0,0.0,1,0.0,143501.7,False,False,False,False,True
401,19511.35,19511.35,0.0,18785.78,38297.13,1,0.0,0.0,False,True,False,False,False
356,69893.67,605486.0,535592.3,81715.67,151609.34,0,-0.029999999911524355,0.0,False,True,False,False,False
423,207241.52,207241.52,0.0,0.0,207241.52,1,0.0,0.0,False,True,False,False,False
240,103949.5,103949.5,0.0,0.0,103949.5,1,0.0,0.0,False,True,False,False,False
10,51838.11,0.0,0.0,657911.5,709749.6,0,51838.11,0.010000000009313226,False,True,False,False,False
305,116765.92,1211909.1,1328675.0,215770.88,99004.95,0,233531.81999999983,233531.84999999998,True,False,False,False,False
186,331552.9,24522.0,0.0,0.0,331552.9,0,307030.9,0.0,False,True,False,False,False
227,4075956.5,4075956.5,0.0,0.0,0.0,1,0.0,4075956.5,False,False,False,False,True
204,36566.89,0.0,0.0,0.0,0.0,0,36566.89,36566.89,False,False,False,True,False
325,192159.12,0.0,0.0,454118.66,646277.8,0,192159.12,-0.02000000001862645,False,True,False,False,False
396,233699.25,233699.25,0.0,0.0,233699.25,1,0.0,0.0,False,True,False,False,False
350,15744.35,174781.0,159036.66,0.0,0.0,0,0.010000000009313226,15744.35,False,False,False,True,False
138,621.44,158319.44,157697.98,0.0,0.0,0,-0.01999999998952262,621.44,False,False,False,True,False
303,138625.88,0.0,0.0,208571.22,347197.1,0,138625.88,0.0,False,True,False,False,False
372,404621.03,150501.0,0.0,8928560.0,9333181.0,0,254120.03000000003,0.029999999329447746,False,False,False,False,True
203,221837.4,0.0,0.0,749691.06,971528.5,0,221837.4,-0.03999999992083758,False,False,False,False,True
689,6174385.5,6174385.5,0.0,0.0,0.0,1,0.0,6174385.5,False,False,False,False,True
317,7535.58,7535.58,0.0,44609.54,52145.11,1,0.0,0.010000000002037268,False,True,False,False,False
205,149128.9,19014042.0,19163170.0,5033319.5,4884190.5,0,298256.8999999985,298257.9000000004,True,False,False,False,False
316,1340263.6,1340263.6,0.0,0.0,0.0,1,0.0,1340263.6,False,False,False,False,True
444,1108140.2,1108140.2,0.0,0.0,0.0,1,0.0,1108140.2,False,False,False,False,True
675,43440.97,43440.97,0.0,0.0,0.0,1,0.0,43440.97,False,False,False,False,True
378,28432.58,133093.0,161525.58,0.0,0.0,0,56865.159999999974,28432.58,True,False,False,False,False
206,154196.48,154196.48,0.0,0.0,0.0,1,0.0,154196.48,False,False,False,False,True
695,665676.44,665676.44,0.0,0.0,665676.44,1,0.0,0.0,False,True,False,False,False
522,545780.7,545780.7,0.0,0.0,545780.7,1,0.0,0.0,False,True,False,False,False
402,260634.19,5239982.0,5500616.5,446528.88,185894.69,0,521268.6900000004,521268.38000000006,True,False,False,False,False
401,9949.77,0.0,0.0,68135.61,78085.38,0,9949.77,0.0,False,True,False,False,False
207,168979.84,13442.0,0.0,8702348.0,8871328.0,0,155537.84,-0.1600000001490116,False,True,False,False,False
138,50221.9,11347.0,61568.9,1133282.8,968005.75,0,100443.8,215498.94999999995,True,False,False,False,False
465,2577489.0,2577489.0,0.0,0.0,0.0,1,0.0,2577489.0,False,False,False,False,True
178,1938.08,100532.0,98593.92,0.0,0.0,0,0.0,1938.08,False,False,False,True,False
330,295432.9,0.0,0.0,501247.6,796680.5,0,295432.9,0.0,False,False,False,False,True
334,79251.24,44683.0,0.0,592236.25,671487.5,0,34568.240000000005,-0.010000000009313226,False,True,False,False,False
357,484493.06,484493.06,0.0,0.0,0.0,1,0.0,484493.06,False,False,False,False,True
329,310756.56,336247.0,647003.56,148669.22,0.0,0,621513.1200000001,459425.78,True,False,False,False,False
398,304321.72,0.0,0.0,3452432.0,3756753.8,0,304321.72,-0.0800000000745058,False,True,False,False,False
181,60737.67,227741.0,167003.33,969191.4,1029929.0,0,0.0,0.07000000006519258,False,True,False,False,False
161,320.94,0.0,0.0,0.0,0.0,0,320.94,320.94,False,False,False,True,False
350,330741.6,185.0,0.0,1122731.9,1453473.5,0,330556.6,0.0,False,True,False,False,False
241,989966.56,989966.56,0.0,0.0,989966.56,1,0.0,0.0,False,True,False,False,False
290,559565.8,559565.8,0.0,310264.16,869830.0,1,0.0,-0.0400000000372529,False,True,False,False,False
395,195279.31,8034.0,0.0,0.0,195279.31,0,187245.31,0.0,False,True,False,False,False
190,116074.7,12980038.0,13096113.0,280736.66,164661.94,0,232149.69999999925,232149.41999999998,True,False,False,False,False
305,11731.27,209147.58,197416.31,0.0,0.0,0,0.0,11731.27,False,False,False,True,False
469,17304.07,107533.0,90228.93,0.0,0.0,0,0.0,17304.07,False,False,False,True,False
608,277048.47,277048.47,0.0,0.0,0.0,1,0.0,277048.47,False,False,False,False,True
174,18887.22,18887.22,0.0,0.0,0.0,1,0.0,18887.22,False,False,False,False,True
440,4339822.0,4339822.0,0.0,0.0,4339822.0,1,0.0,0.0,False,True,False,False,False
186,327282.9,327282.9,0.0,83491.6,410774.53,1,0.0,-0.030000000027939677,False,True,False,False,False
72,730574.4,730574.4,0.0,0.0,0.0,1,0.0,730574.4,False,False,False,False,True
397,172063.48,2609248.5,2781312.0,188005.81,15942.34,0,344126.98,344126.95,True,False,False,False,False
163,23156.41,0.0,0.0,0.0,0.0,0,23156.41,23156.41,False,False,False,True,False
659,1467987.6,1467987.6,0.0,0.0,0.0,1,0.0,1467987.6,False,False,False,False,True
514,10880.26,10880.26,0.0,0.0,0.0,1,0.0,10880.26,False,False,False,False,True
259,11764.88,51898.0,40133.12,0.0,0.0,0,0.0,11764.88,False,False,False,True,False
607,135428.39,135428.39,0.0,0.0,0.0,1,0.0,135428.39,False,False,False,False,True
580,835770.8,835770.8,0.0,1490979.1,2326750.0,1,0.0,-0.09999999962747097,False,True,False,False,False
13,210564.12,3906519.2,4117083.5,2749873.2,2663579.2,0,421128.4199999999,296858.1200000001,True,False,False,False,False
234,6367.65,0.0,0.0,0.0,0.0,0,6367.65,6367.65,False,False,False,True,False
525,35291.47,22664.0,0.0,0.0,0.0,0,12627.470000000001,35291.47,False,False,False,True,False
411,427373.66,427373.66,0.0,0.0,0.0,1,0.0,427373.66,False,False,False,False,True
323,143582.14,6907.71,0.0,564236.5,707818.7,0,136674.43000000002,-0.05999999993946403,False,True,False,False,False
414,216000.95,216000.95,0.0,0.0,0.0,1,0.0,216000.95,False,False,False,False,True
231,294089.12,8951170.0,9245259.0,412625.7,118536.57,0,588178.1199999992,588178.25,True,False,False,False,False
35,122032.62,122032.62,0.0,0.0,0.0,1,0.0,122032.62,False,False,False,False,True
375,385567.2,385567.2,0.0,0.0,385567.2,1,0.0,0.0,False,True,False,False,False
480,181104.66,181104.66,0.0,0.0,0.0,1,0.0,181104.66,False,False,False,False,True
194,21741.36,21741.36,0.0,1291168.9,1312910.2,1,0.0,0.060000000055879354,False,True,False,False,False
6,9518.37,0.0,0.0,0.0,0.0,0,9518.37,9518.37,False,False,False,True,False
188,9645.27,430.0,0.0,0.0,0.0,0,9215.27,9645.27,False,False,False,True,False
90,703833.5,703833.5,0.0,0.0,703833.5,1,0.0,0.0,False,True,False,False,False
568,32521.24,32521.24,0.0,327985.2,360506.4,1,0.0,0.03999999997904524,False,True,False,False,False
534,492896.75,492896.75,0.0,0.0,0.0,1,0.0,492896.75,False,False,False,False,True
595,31308.67,153894.0,185202.67,0.0,0.0,0,62617.340000000026,31308.67,True,False,False,False,False
167,4216.34,46778.0,42561.66,0.0,0.0,0,0.0,4216.34,False,False,False,True,False
250,7054.43,42728.69,35674.26,0.0,0.0,0,0.0,7054.43,False,False,False,True,False
731,81677.17,81677.17,0.0,130887.69,212564.86,1,0.0,0.0,False,True,False,False,False
397,852.23,0.0,0.0,0.0,0.0,0,852.23,852.23,False,False,False,True,False
393,26313.37,0.0,0.0,0.0,0.0,0,26313.37,26313.37,False,False,False,True,False
688,9408.17,0.0,0.0,0.0,0.0,0,9408.17,9408.17,False,False,False,True,False
160,222880.39,0.0,0.0,1384345.5,1607225.9,0,222880.39,-0.009999999776482582,False,True,False,False,False
300,2797.2,1008.0,0.0,0.0,2797.2,0,1789.1999999999998,0.0,False,True,False,False,False
251,609416.2,609416.2,0.0,4316294.0,4925710.0,1,0.0,0.20000000018626451,False,True,False,False,False
299,210830.61,439.0,0.0,3788508.2,3999338.8,0,210391.61,0.01000000024214387,False,True,False,False,False
700,113447.92,113447.92,0.0,4125541.8,4238989.5,1,0.0,0.21999999973922968,False,True,False,False,False
68,915266.6,915266.6,0.0,0.0,0.0,1,0.0,915266.6,False,False,False,False,True
212,18715.32,40694.0,21978.68,696088.4,714803.7,0,0.0,0.02000000001862645,False,True,False,False,False
459,277611.1,277611.1,0.0,0.0,0.0,1,0.0,277611.1,False,False,False,False,True
229,8200.25,11440.0,3239.75,0.0,0.0,0,0.0,8200.25,False,False,False,True,False
674,6250439.0,6250439.0,0.0,0.0,6250439.0,1,0.0,0.0,False,True,False,False,False
283,13265.63,27142496.0,27155762.0,393693.34,380427.72,0,26531.629999998957,26531.25000000006,True,False,False,False,False
77,239473.84,239473.84,0.0,0.0,0.0,1,0.0,239473.84,False,False,False,False,True
286,5512.33,210375.0,204862.67,0.0,0.0,0,0.0,5512.33,False,False,False,True,False
149,5477272.5,5477272.5,0.0,0.0,0.0,1,0.0,5477272.5,False,False,False,False,True
563,1676936.8,1676936.8,0.0,40039.54,1716976.4,1,0.0,-0.05999999982304871,False,True,False,False,False
298,101933.05,151.0,0.0,53484.49,155417.55,0,101782.05,-0.009999999980209395,False,True,False,False,False
326,49049.97,0.0,0.0,126807.55,175857.53,0,49049.97,-0.009999999980209395,False,True,False,False,False
322,153798.61,101093.0,0.0,0.0,153798.61,0,52705.609999999986,0.0,False,True,False,False,False
521,28835.93,28835.93,0.0,263633.62,292469.56,1,0.0,-0.010000000009313226,False,True,False,False,False
595,178341.5,31255.0,0.0,3131930.5,3310272.0,0,147086.5,0.0,False,True,False,False,False
197,1961426.6,1961426.6,0.0,1329.34,1962755.9,1,0.0,0.04000000027008355,False,True,False,False,False
47,215091.14,9256.0,0.0,424380.25,639471.4,0,205835.14,-0.010000000009313226,False,True,False,False,False
415,3242183.8,3242183.8,0.0,0.0,0.0,1,0.0,3242183.8,False,False,False,False,True
155,327850.88,119272.0,447122.88,10243369.0,9915518.0,0,655701.76,655701.8800000008,True,False,False,False,False
456,760984.56,760984.56,0.0,0.0,0.0,1,0.0,760984.56,False,False,False,False,True
18,194404.8,6833090.5,7027495.5,343161.53,148756.72,0,388809.7999999998,388809.6100000001,True,False,False,False,False
421,5455966.0,5455966.0,0.0,0.0,0.0,1,0.0,5455966.0,False,False,False,False,True
142,346374.53,346374.53,0.0,0.0,0.0,1,0.0,346374.53,False,False,False,False,True
263,3935.5,30151.46,26215.96,0.0,0.0,0,0.0,3935.5,False,False,False,True,False
155,15447.69,0.0,0.0,0.0,0.0,0,15447.69,15447.69,False,False,False,True,False
162,183806.31,19391.0,0.0,382572.2,566378.5,0,164415.31,0.010000000009313226,False,True,False,False,False
91,28308.97,28308.97,0.0,0.0,0.0,1,0.0,28308.97,False,False,False,False,True
236,958.93,0.0,0.0,0.0,0.0,0,958.93,958.93,False,False,False,True,False
571,272637.22,272637.22,0.0,0.0,0.0,1,0.0,272637.22,False,False,False,False,True
284,182034.1,5629.0,0.0,1102844.6,1284878.6,0,176405.1,0.10000000009313226,False,True,False,False,False
33,214975.9,214975.9,0.0,0.0,0.0,1,0.0,214975.9,False,False,False,False,True
321,4965.16,33697.0,28731.84,104613.29,109578.44,0,0.0,0.00999999999476131,False,False,True,False,False
134,2460110.2,2460110.2,0.0,0.0,0.0,1,0.0,2460110.2,False,False,False,False,True
322,9816.83,0.0,0.0,184475.77,194292.6,0,9816.83,-2.9103830456733704e-11,False,True,False,False,False
129,23592.16,863269.6,839677.44,0.0,0.0,0,0.0,23592.16,False,False,False,True,False
42,410898.62,502094.0,91195.39,26560.26,437458.88,0,0.010000000009313226,0.0,False,False,False,False,True
18,9131.0,9131.0,0.0,0.0,0.0,1,0.0,9131.0,False,False,False,False,True
617,1013208.75,1013208.75,0.0,0.0,0.0,1,0.0,1013208.75,False,False,False,False,True
481,1710180.4,1710180.4,0.0,0.0,0.0,1,0.0,1710180.4,False,False,False,False,True
231,36477.37,40083.0,3605.63,2023766.6,2060244.0,0,0.0,-0.029999999795109034,False,True,False,False,False
281,274512.84,0.0,0.0,1317962.0,1592474.9,0,274512.84,-0.05999999982304871,False,True,False,False,False
126,5245375.5,5245375.5,0.0,0.0,5245375.5,1,0.0,0.0,False,True,False,False,False
280,2821.33,5994.0,3172.67,0.0,0.0,0,0.0,2821.33,False,False,False,True,False
420,1464160.5,1464160.5,0.0,462739.94,1926900.5,1,0.0,-0.060000000055879354,False,True,False,False,False
249,358440.66,358440.66,0.0,107972.49,466413.16,1,0.0,-0.010000000009313226,False,True,False,False,False
716,455386.56,455386.56,0.0,0.0,455386.56,1,0.0,0.0,False,True,False,False,False
443,1795622.8,1795622.8,0.0,0.0,0.0,1,0.0,1795622.8,False,False,False,False,True
99,130653.37,130653.37,0.0,0.0,0.0,1,0.0,130653.37,False,False,False,False,True
15,32902.63,7893764.0,7926666.5,297200.22,397947.2,0,65805.12999999989,-67844.35000000003,True,False,False,False,False
354,283429.1,283429.1,0.0,0.0,0.0,1,0.0,283429.1,False,False,False,False,True
281,556720.8,556720.8,0.0,0.0,0.0,1,0.0,556720.8,False,False,False,False,True
358,65832.52,2672138.5,2737971.0,144036.3,78203.77,0,131665.02000000002,131665.05,True,False,False,False,False
346,6229.72,0.0,0.0,0.0,0.0,0,6229.72,6229.72,False,False,False,True,False
278,264728.38,9191290.0,9456019.0,1746385.2,1481656.9,0,529457.3800000008,529456.6800000002,True,False,False,False,False
84,2627070.5,2627070.5,0.0,0.0,0.0,1,0.0,2627070.5,False,False,False,False,True
208,50820.71,50820.71,0.0,0.0,50820.71,1,0.0,0.0,False,True,False,False,False
403,16102.73,0.0,0.0,100794.7,116897.44,0,16102.73,-0.010000000009313226,False,True,False,False,False
235,110024.64,9141.0,0.0,158419.92,410385.0,0,100883.64,-141940.44,False,True,False,False,False
135,453129.2,3665998.2,4119127.5,1156843.6,703714.44,0,906258.5,906258.3600000001,True,False,False,False,False
517,4993939.0,4993939.0,0.0,0.0,0.0,1,0.0,4993939.0,False,False,False,False,True
156,439547.7,15951.0,0.0,538679.1,978226.8,0,423596.7,0.0,False,True,False,False,False
538,19763.98,16727.59,0.0,0.0,0.0,0,3036.3899999999994,19763.98,False,False,False,True,False
38,21686.3,43066.0,21379.7,0.0,0.0,0,0.0,21686.3,False,False,False,True,False
230,43792.16,202318.0,246110.16,3709262.8,3655956.2,0,87584.32,97098.75999999978,True,False,False,False,False
85,678058.75,678058.75,0.0,7175958.5,7854017.0,1,0.0,0.25,False,True,False,False,False
364,3116889.5,3116889.5,0.0,0.0,0.0,1,0.0,3116889.5,False,False,False,False,True
255,594089.06,0.0,0.0,1313903.8,1907992.8,0,594089.06,0.060000000055879354,False,True,False,False,False
215,9170.97,39960.0,30789.03,0.0,0.0,0,0.0,9170.97,False,False,False,True,False
604,203848.61,203848.61,0.0,188810.39,392659.0,1,0.0,0.0,False,True,False,False,False
330,3641.35,33115.0,29473.65,0.0,0.0,0,0.0,3641.35,False,False,False,True,False
372,257880.8,19.0,257899.8,201303.83,0.0,0,515761.6,459184.63,True,False,False,False,False
410,1232013.8,1232013.8,0.0,0.0,1232013.8,1,0.0,0.0,False,True,False,False,False
202,312735.03,4532501.5,4845236.5,1887919.9,1575184.9,0,625470.0300000003,625470.0299999998,True,False,False,False,False
188,28379.23,0.0,0.0,0.0,0.0,0,28379.23,28379.23,False,False,False,True,False
135,27997.82,6992.0,0.0,2501098.5,4185566.8,0,21005.82,-1656470.48,False,True,False,False,False
173,8594500.0,8594500.0,0.0,0.0,0.0,1,0.0,8594500.0,False,False,False,False,True
354,305260.06,3020414.0,3325674.0,5695812.5,5390552.5,0,610520.06,610520.0599999996,True,False,False,False,False
142,73064.41,73064.41,0.0,187838.1,260902.5,1,0.0,0.010000000009313226,False,True,False,False,False
254,552381.56,129600.0,0.0,0.0,552381.56,0,422781.56000000006,0.0,False,False,False,False,True
378,70517.43,0.0,0.0,198670.14,269187.56,0,70517.43,0.010000000009313226,False,True,False,False,False
388,960196.2,960196.2,0.0,0.0,0.0,1,0.0,960196.2,False,False,False,False,True
233,222391.31,222899.7,445291.0,831290.75,608899.44,0,444782.61000000004,444782.6200000001,True,False,False,False,False
631,952234.1,952234.1,0.0,0.0,0.0,1,0.0,952234.1,False,False,False,False,True
403,26724.25,22125.0,0.0,0.0,26724.25,0,4599.25,0.0,False,True,False,False,False
249,133262.44,0.0,0.0,744444.4,877706.75,0,133262.44,0.09000000008381903,False,True,False,False,False
369,4069.26,0.0,0.0,0.0,0.0,0,4069.26,4069.26,False,False,False,True,False
182,36509.37,163901.0,127391.63,0.0,0.0,0,0.0,36509.37,False,False,False,True,False
59,2050727.8,2050727.8,0.0,0.0,2050727.8,1,0.0,0.0,False,True,False,False,False
162,11170.76,0.0,0.0,0.0,0.0,0,11170.76,11170.76,False,False,False,True,False
282,123691.74,13420.0,0.0,1004741.56,1128433.4,0,110271.74,-0.09999999986030161,False,True,False,False,False
374,492453.66,74482.0,0.0,0.0,492453.66,0,417971.66,0.0,False,True,False,False,False
19,54578.88,0.0,0.0,1454412.2,1508991.1,0,54578.88,-0.020000000251457095,False,True,False,False,False
